SEARCHED_VIN,VIN_STAR,MODEL_CODE,PROD_FROM,PROD_TO,FRAME_SHORT,CHARS_BOTTOM,MARKET,YEAR_MONTH,MAKE,MODEL_NAME,DESTINATION,ENGINE,TRANSMISSION,COLOR_CODE,TRIM_CODE
JT8CD32Z3V1000931,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,07/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",051,LD07
JT8CD32Z0V1000935,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,07/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD07
JT8CD32Z7V1000950,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,07/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",3L2,LD07
JT8CD32Z6V1000969,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,07/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",6P2,LD07
JT8CD32Z7V1001158,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD07
JT8CD32Z6V1001183,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",3L2,LD07
JT8CD32Z9V1001212,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD07
JT8CD32Z8V1001220,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD21
JT8CD32Z4V1001246,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD07
JT8CD32Z9V1001274,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",202,LD21
JT8CD32Z7V1001287,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",051,LD07
JT8CD32Z6V1001314,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",051,LD07
JT8CD32Z9V1001324,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",1A0,LD21
JT8CD32Z6V1001345,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",1A0,LD21
JT8CD32Z1V1001365,JT8CD32Z..,JZZ31L-ACMVFA,08/1996 -,08/1997,JZZ31,,N. America,08/1997,LEXUS,SC300/400,USA: UNITED STATES OF AMERICA,2JZGE: 3000CC 24-VALVE DOHC EFI,"MTM: MANUAL TRANSMISSION GEAR SHIFT TYPE: 5F: MTM, 5-SPEED FLOOR SHIFT",3L2,LD07
